id,product_id,reviewer_name,stars,title,body,created_at
79,26,Emma W. 16,3,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-06-03 04:38:01
80,28,Lisa C. 94,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-05 15:58:29
81,28,David K. 32,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-08 14:52:21
82,28,Emma W. 31,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-02-05 23:52:48
83,28,Lisa C. 28,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-30 23:44:40
84,28,David K. 93,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-20 10:02:08
85,28,Michael T. 27,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-28 08:49:51
86,28,John D. 41,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-03-14 09:22:06
87,28,Sarah M. 41,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-03 21:49:01
88,28,Michael T. 65,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-05-29 08:56:23
89,28,Michael T. 24,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-19 23:18:10
90,28,Elena R. 15,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2025-12-20 18:49:07
91,28,David K. 43,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-14 04:01:57
92,28,Alex P. 77,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-04-22 09:23:25
93,28,David K. 98,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-27 16:31:22
94,28,Alex P. 78,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-01-30 01:09:18
95,28,Alex P. 86,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-06-11 08:33:05
96,28,David K. 62,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-01-08 00:14:33
97,28,Elena R. 61,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-04-19 17:48:35
98,28,John D. 38,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-02-25 05:30:41
99,28,Elena R. 21,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-20 02:30:24
100,28,John D. 92,2,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-03-05 17:01:42
101,28,Alex P. 42,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-03-17 07:31:41
102,28,Michael T. 62,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-21 10:01:37
103,28,Alex P. 47,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-27 23:07:32
104,28,Michael T. 92,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-04-19 22:43:05
105,28,Elena R. 31,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-03-08 23:06:26
106,28,Sarah M. 14,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2025-12-17 07:41:57
107,28,Lisa C. 11,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-02-23 06:43:31
108,28,Michael T. 48,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-25 08:50:17
109,28,Sarah M. 96,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-03-19 17:01:30
110,28,Lisa C. 32,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-05-19 19:12:47
111,28,Michael T. 58,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-14 16:41:01
112,28,Alex P. 31,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-27 19:31:58
113,28,John D. 52,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-04-23 15:37:42
114,28,Sarah M. 60,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2025-12-28 13:16:22
115,28,Michael T. 49,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-04-26 01:15:23
116,28,Michael T. 39,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-21 15:27:23
117,28,Sarah M. 82,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2025-12-30 13:24:28
118,28,Alex P. 10,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-15 05:27:43
119,28,Sarah M. 71,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-06 16:00:29
120,28,Elena R. 30,2,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-06 04:06:50
121,28,John D. 56,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-17 12:57:50
122,28,John D. 91,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-16 01:34:16
123,28,Elena R. 59,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-05-10 04:19:40
124,28,David K. 98,3,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-06-05 21:59:43
125,28,Lisa C. 51,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-03-23 02:26:51
126,28,Elena R. 19,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-25 06:21:23
127,28,Michael T. 82,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-09 23:36:09
128,28,Emma W. 20,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-05-11 04:01:29
129,28,Michael T. 63,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-21 02:06:36
130,28,Sarah M. 69,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-04-29 07:34:43
131,28,John D. 41,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-04-08 06:59:07
132,28,Sarah M. 84,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-02 11:06:30
133,28,Elena R. 64,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-02-17 21:19:46
134,28,John D. 51,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-03 23:38:16
135,28,John D. 73,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-14 15:46:34
136,28,Elena R. 81,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-19 05:21:59
137,28,Elena R. 24,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-01-29 01:27:17
138,28,Alex P. 57,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-04-03 16:32:56
139,28,Elena R. 46,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-05-14 16:52:07
140,28,Elena R. 81,2,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-04-14 07:04:39
141,28,Alex P. 34,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-17 22:16:31
142,28,Elena R. 10,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-26 20:19:05
143,28,Elena R. 24,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-06-10 02:02:22
144,28,Michael T. 43,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-22 20:42:58
145,28,Emma W. 40,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-03-10 00:50:33
146,28,Sarah M. 74,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-16 03:11:06
147,28,Elena R. 99,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-11 11:35:58
148,28,Michael T. 43,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-04-01 19:29:13
149,28,Sarah M. 10,2,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-07 10:59:42
150,28,John D. 72,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-04-26 22:22:27
151,28,John D. 25,2,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-05-09 02:22:51
152,28,Sarah M. 13,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-27 18:29:47
153,28,Emma W. 76,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-04 03:28:41
154,28,Alex P. 43,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-01-03 17:32:17
155,32,Michael T. 74,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-04 00:22:04
156,32,Alex P. 53,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-27 22:55:03
157,32,Elena R. 24,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-20 14:51:37
158,32,Elena R. 82,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-06-02 15:04:55
159,32,Michael T. 16,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-03-31 14:05:01
160,32,Lisa C. 14,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-03-14 05:46:46
161,32,Emma W. 34,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-15 06:39:25
162,32,Alex P. 52,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-03-01 00:18:56
163,32,Sarah M. 65,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-03 21:53:14
164,32,Michael T. 29,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-04-06 02:43:13
165,32,David K. 86,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-06 07:17:01
166,32,Emma W. 10,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-14 23:31:00
167,32,Emma W. 73,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-03-31 07:49:18
168,32,Lisa C. 19,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2025-12-16 10:53:16
169,32,John D. 53,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-07 08:48:52
170,32,David K. 68,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-03-19 03:32:10
171,32,John D. 32,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-05-19 09:06:39
172,32,Michael T. 91,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-27 13:45:50
173,32,David K. 10,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2025-12-17 07:41:02
174,32,Michael T. 61,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2025-12-15 13:32:53
175,32,Alex P. 70,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-05-07 11:17:08
176,32,David K. 95,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-30 23:01:10
177,32,Elena R. 42,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-03 00:38:26
178,32,John D. 59,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-29 15:49:26
179,32,Alex P. 40,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-04-09 10:52:32
180,32,Lisa C. 17,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-13 17:44:13
181,32,Alex P. 99,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-02-11 22:21:08
182,32,John D. 71,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-30 03:03:50
183,32,Lisa C. 39,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-19 13:59:49
184,32,Michael T. 97,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-07 23:03:42
185,32,David K. 21,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-19 06:51:17
186,32,Elena R. 64,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-01 11:52:51
187,32,Emma W. 61,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-02 19:37:51
188,32,John D. 65,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-03-13 21:06:06
189,32,Emma W. 33,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-02-17 00:35:21
190,32,Emma W. 37,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-22 12:24:55
191,32,Elena R. 93,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-12 14:39:37
192,32,Sarah M. 81,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2025-12-28 04:03:59
193,32,John D. 49,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-24 20:09:21
194,32,David K. 14,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-04-27 01:21:24
195,32,Emma W. 79,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-05 02:40:57
196,32,Lisa C. 78,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-25 20:22:26
197,32,Emma W. 50,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-05-27 14:39:30
198,32,John D. 51,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-04-14 10:07:27
199,32,David K. 66,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-07 09:04:51
200,32,Alex P. 36,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-05-01 03:47:51
201,32,Michael T. 99,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-02-03 03:42:25
202,32,Sarah M. 26,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-31 23:23:47
203,32,Emma W. 83,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-03 21:23:01
204,32,David K. 88,3,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-06-04 18:15:28
205,32,Sarah M. 25,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-01-24 21:02:36
206,32,Lisa C. 89,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2025-12-27 20:26:11
207,32,Emma W. 68,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-13 18:52:59
208,32,John D. 50,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-03-06 14:19:04
209,32,Lisa C. 38,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-20 20:04:18
210,32,Alex P. 15,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-05-22 04:09:17
211,32,Elena R. 49,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-01-30 00:42:44
212,32,John D. 92,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-03-09 01:02:03
213,32,Michael T. 13,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-05-27 16:12:30
214,32,Emma W. 84,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-05-30 04:25:08
215,32,Sarah M. 33,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-16 10:20:07
216,32,Sarah M. 40,3,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-02-09 23:44:36
217,32,Elena R. 58,4,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-05-14 03:14:45
218,32,Emma W. 83,4,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-01-28 01:23:49
219,32,Michael T. 94,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-01-28 01:33:39
220,32,David K. 32,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-03 00:33:27
221,32,David K. 66,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-01-27 19:51:53
222,32,Alex P. 45,5,Great value for money,Solid product overall. Minor shipping delay but the item itself is excellent.,2026-02-16 15:24:06
223,32,Sarah M. 35,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-03-24 22:22:31
224,32,Elena R. 49,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-03-20 05:27:20
225,32,Elena R. 34,5,Disappointed,Had higher hopes. Material feels a bit cheap and it didn't fit right.,2026-02-06 18:22:55
226,32,Emma W. 84,4,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-04-25 07:47:41
227,32,Alex P. 50,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2025-12-24 14:31:11
228,32,Elena R. 93,5,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-01-22 01:53:13
229,32,Alex P. 62,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2025-12-28 17:09:00
230,32,Sarah M. 63,5,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-22 19:04:10
231,32,Elena R. 63,4,Average product,"It does what it says, but nothing spectacular. Decent for the price.",2026-06-07 03:47:02
232,32,Lisa C. 95,5,Absolutely loved it!,Exceeded my expectations. Build quality is phenomenal and it works perfectly.,2026-02-26 08:12:04
233,32,John D. 61,4,Do not buy,Arrived broken. Customer service was slow to respond. Would not recommend.,2026-02-20 21:39:57
