id,order_id,sku,product_name,quantity,unit_price_cents
157,30,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
158,30,SKU-CBL-404,Premium Braided Fiber Patch Cable,5,1299
159,30,SKU-CORE-101,Enterprise Base Terminal,20,14999
160,30,SKU-CBL-404,Premium Braided Fiber Patch Cable,12,1299
161,31,SKU-POW-303,Smart Uninterruptible Power Supply,7,8999
162,31,SKU-ACC-202,Ergonomic Desk Mounting Arm,14,4999
163,31,SKU-POW-303,Smart Uninterruptible Power Supply,11,8999
164,31,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
165,31,SKU-POW-303,Smart Uninterruptible Power Supply,7,8999
166,32,SKU-CORE-101,Enterprise Base Terminal,16,14999
167,32,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
168,32,SKU-CBL-404,Premium Braided Fiber Patch Cable,14,1299
169,32,SKU-POW-303,Smart Uninterruptible Power Supply,8,8999
170,32,SKU-POW-303,Smart Uninterruptible Power Supply,13,8999
171,33,SKU-CBL-404,Premium Braided Fiber Patch Cable,6,1299
172,33,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
173,33,SKU-CORE-101,Enterprise Base Terminal,19,14999
174,34,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
175,34,SKU-CBL-404,Premium Braided Fiber Patch Cable,11,1299
176,34,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
177,34,SKU-SOFT-505,Cloud Analytics Seat License (Annual),10,29999
178,34,SKU-SOFT-505,Cloud Analytics Seat License (Annual),16,29999
179,34,SKU-CBL-404,Premium Braided Fiber Patch Cable,18,1299
180,34,SKU-POW-303,Smart Uninterruptible Power Supply,20,8999
181,35,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
182,35,SKU-POW-303,Smart Uninterruptible Power Supply,16,8999
183,35,SKU-ACC-202,Ergonomic Desk Mounting Arm,6,4999
184,36,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
185,36,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
186,36,SKU-POW-303,Smart Uninterruptible Power Supply,15,8999
187,36,SKU-ACC-202,Ergonomic Desk Mounting Arm,9,4999
188,36,SKU-SOFT-505,Cloud Analytics Seat License (Annual),17,29999
189,36,SKU-CORE-101,Enterprise Base Terminal,20,14999
190,36,SKU-CORE-101,Enterprise Base Terminal,13,14999
191,36,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
192,37,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
193,37,SKU-POW-303,Smart Uninterruptible Power Supply,14,8999
194,37,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
195,37,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
196,37,SKU-CORE-101,Enterprise Base Terminal,16,14999
197,38,SKU-POW-303,Smart Uninterruptible Power Supply,20,8999
198,38,SKU-CORE-101,Enterprise Base Terminal,18,14999
199,38,SKU-ACC-202,Ergonomic Desk Mounting Arm,15,4999
200,38,SKU-SOFT-505,Cloud Analytics Seat License (Annual),20,29999
201,38,SKU-CORE-101,Enterprise Base Terminal,12,14999
202,38,SKU-SOFT-505,Cloud Analytics Seat License (Annual),7,29999
203,38,SKU-CBL-404,Premium Braided Fiber Patch Cable,15,1299
204,39,SKU-CORE-101,Enterprise Base Terminal,15,14999
205,39,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
206,39,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
207,39,SKU-CBL-404,Premium Braided Fiber Patch Cable,14,1299
208,39,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
209,39,SKU-POW-303,Smart Uninterruptible Power Supply,15,8999
210,39,SKU-ACC-202,Ergonomic Desk Mounting Arm,14,4999
211,39,SKU-CBL-404,Premium Braided Fiber Patch Cable,14,1299
212,40,SKU-ACC-202,Ergonomic Desk Mounting Arm,20,4999
213,40,SKU-CORE-101,Enterprise Base Terminal,18,14999
214,40,SKU-CBL-404,Premium Braided Fiber Patch Cable,10,1299
215,40,SKU-CORE-101,Enterprise Base Terminal,17,14999
216,40,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
217,40,SKU-SOFT-505,Cloud Analytics Seat License (Annual),6,29999
218,41,SKU-CORE-101,Enterprise Base Terminal,15,14999
219,41,SKU-CORE-101,Enterprise Base Terminal,10,14999
220,41,SKU-CBL-404,Premium Braided Fiber Patch Cable,5,1299
221,41,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
222,41,SKU-CBL-404,Premium Braided Fiber Patch Cable,5,1299
223,41,SKU-ACC-202,Ergonomic Desk Mounting Arm,20,4999
224,42,SKU-ACC-202,Ergonomic Desk Mounting Arm,17,4999
225,42,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
226,42,SKU-CBL-404,Premium Braided Fiber Patch Cable,15,1299
227,42,SKU-POW-303,Smart Uninterruptible Power Supply,15,8999
228,42,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
229,43,SKU-POW-303,Smart Uninterruptible Power Supply,17,8999
230,43,SKU-CORE-101,Enterprise Base Terminal,20,14999
231,43,SKU-ACC-202,Ergonomic Desk Mounting Arm,15,4999
232,43,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
233,44,SKU-CBL-404,Premium Braided Fiber Patch Cable,9,1299
234,44,SKU-CORE-101,Enterprise Base Terminal,11,14999
235,44,SKU-ACC-202,Ergonomic Desk Mounting Arm,10,4999
236,44,SKU-SOFT-505,Cloud Analytics Seat License (Annual),20,29999
237,44,SKU-CORE-101,Enterprise Base Terminal,20,14999
238,44,SKU-SOFT-505,Cloud Analytics Seat License (Annual),5,29999
239,44,SKU-POW-303,Smart Uninterruptible Power Supply,6,8999
240,45,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
241,46,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
242,47,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
243,48,SKU-CORE-101,Enterprise Base Terminal,1,14999
244,48,SKU-CORE-101,Enterprise Base Terminal,1,14999
245,49,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
246,49,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
247,50,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
248,50,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
249,51,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
250,51,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
251,51,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
252,52,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
253,53,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
254,54,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
255,54,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
256,55,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
257,56,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
258,56,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
259,57,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
260,57,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
261,57,SKU-CORE-101,Enterprise Base Terminal,2,14999
262,58,SKU-CORE-101,Enterprise Base Terminal,1,14999
263,59,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
264,59,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
265,59,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
266,60,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
267,61,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
268,62,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
269,63,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
270,63,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
271,64,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
272,65,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
273,65,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
274,65,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
275,66,SKU-CORE-101,Enterprise Base Terminal,2,14999
276,67,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
277,68,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
278,68,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
279,68,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
280,69,SKU-CORE-101,Enterprise Base Terminal,2,14999
281,69,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
282,69,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
283,70,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
284,70,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
285,70,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
286,71,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
287,71,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
288,71,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
289,72,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
290,72,SKU-CORE-101,Enterprise Base Terminal,1,14999
291,72,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
292,73,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
293,74,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
294,74,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
295,75,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
296,75,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
297,76,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
298,76,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
299,76,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
300,77,SKU-CORE-101,Enterprise Base Terminal,1,14999
301,77,SKU-CORE-101,Enterprise Base Terminal,1,14999
302,78,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
303,78,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
304,78,SKU-CORE-101,Enterprise Base Terminal,1,14999
305,79,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
306,79,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
307,79,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
308,80,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
309,81,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
310,81,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
311,82,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
312,82,SKU-CORE-101,Enterprise Base Terminal,1,14999
313,82,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
314,83,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
315,83,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
316,83,SKU-CORE-101,Enterprise Base Terminal,2,14999
317,84,SKU-CORE-101,Enterprise Base Terminal,1,14999
318,85,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
319,85,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
320,85,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
321,86,SKU-CORE-101,Enterprise Base Terminal,1,14999
322,87,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
323,87,SKU-CORE-101,Enterprise Base Terminal,2,14999
324,88,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
325,89,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
326,89,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
327,89,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
328,90,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
329,91,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
330,91,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
331,92,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
332,92,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
333,92,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
334,93,SKU-CORE-101,Enterprise Base Terminal,2,14999
335,93,SKU-CORE-101,Enterprise Base Terminal,2,14999
336,93,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
337,94,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
338,94,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
339,94,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
340,95,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
341,95,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
342,95,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
343,96,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
344,96,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
345,97,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
346,98,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
347,99,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
348,100,SKU-CORE-101,Enterprise Base Terminal,2,14999
349,100,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
350,100,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
351,101,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
352,101,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
353,101,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
354,102,SKU-CORE-101,Enterprise Base Terminal,1,14999
355,103,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
356,103,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
357,104,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
358,104,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
359,104,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
360,105,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
361,105,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
362,106,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
363,106,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
364,107,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
365,108,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
366,108,SKU-CORE-101,Enterprise Base Terminal,2,14999
367,108,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
368,109,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
369,110,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
370,111,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
371,112,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
372,113,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
373,113,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
374,114,SKU-CORE-101,Enterprise Base Terminal,2,14999
375,114,SKU-CORE-101,Enterprise Base Terminal,2,14999
376,114,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
377,115,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
378,115,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
379,115,SKU-CORE-101,Enterprise Base Terminal,1,14999
380,116,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
381,117,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
382,117,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
383,117,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
384,118,SKU-CORE-101,Enterprise Base Terminal,1,14999
385,118,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
386,118,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
387,119,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
388,120,SKU-CORE-101,Enterprise Base Terminal,1,14999
389,120,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
390,120,SKU-CORE-101,Enterprise Base Terminal,1,14999
391,121,SKU-CORE-101,Enterprise Base Terminal,1,14999
392,122,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
393,123,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
394,124,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
395,125,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
396,125,SKU-CORE-101,Enterprise Base Terminal,1,14999
397,126,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
398,126,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
399,127,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
400,127,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
401,127,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
